domain,control_id,description,label,version
CO,CO 9.5,The entity shall restrict the usage of public domain email address for any official purposes and ensure email IDs possess email domains within the UAE,"Basic
Service Provider",ADHICS_V2
CO,CO 9.6,"The entity shall protect information involved in electronic messaging
The entity shall:
1.	Identify and categorize all means of electronic messaging through which the entity information can be transmitted
2.	Define specific control requirements for each identified category of electronic messaging
3.	Ensure exchange of information is based on need and are addressed to authorized and legitimate resources
4.	Ensure restrictions are implemented regarding forwarding of communications (e.g., automatic forwarding of electronic mail to external mail addresses), as applicable 
5.	Ensure appropriate electronic signatures containing legal disclaimers are used for electronic messaging
6.	Educate employees about the best practices to be followed for electronic messaging",Transitional,ADHICS_V2
CO,CO 9.7,"The entity shall develop, enforce and maintain procedures to secure information transferred across business information systems, EMR and medical devices, equipment etc.
The entity shall:
1.	Identify all points of interconnections and integrations between business information systems and identify the information to be protected
2.	Identify adequate measures to be applied to protect each type of information
3.	Implement strong encryption capabilities for secure data exchange between medical devices and equipment, as applicable
4.	Ensure integration of any device, solution and technology with EMR system and/or any critical infrastructure is protected by adequate measures such as encryption, secure protocols, dedicated physical connection etc.","Advanced
Service Provider",ADHICS_V2
CO,CO 10.1,"The entity shall protect electronic commerce service and information involved passing over public and untrusted networks from service compromise and fraudulent activity, contract dispute, unauthorized disclosure and modification
The entity shall:
1.	Maintain a list of electronic commerce services along with details of:
a)	Service details and information involved
b)	Electronic commerce service provider and partner detail
c)	Beneficiary details
2.	Identify and implement security measures to protect information used in electronic commerce services
3.	Ensure security requirements are agreed and captured in service agreements with electronic commerce partners and regularly monitor the same","Transitional
Service Provider",ADHICS_V2
CO,CO 10.2,"The entity shall protect information involved in online transactions against incomplete transmission, misrouting, unauthorized message alteration, unauthorized disclosure and unauthorized message duplication or replay
The entity shall:
1.	Identify all information used in online transactions
2.	Identify and implement security measures to protect information used in online transactions
3.	Ensure security requirements are agreed and captured in service agreements with partners involved in online transactions","Transitional
Service Provider",ADHICS_V2
CO,CO 10.3,"The entity shall protect information available through the publicly accessible system
The entity shall:
1.	Identify all information available through the publicly accessible system
2.	Establish process to publish and maintain information on the publicly accessible systems
3.	Ensure information is sanitized and approved before publication
4.	Define security measures to publish information on publicly accessible systems
5.	Ensure that information available through the publicly accessible system is always available and is protected against unauthorized modification
6.	Ensure non-public information is not available on publicly accessible information systems and systems are hosted in compliance with the applicable laws and regulations",Advanced,ADHICS_V2
CO,CO 11.1,"The entity shall ensure that connectivity to information sharing platforms is secure and controlled
The entity shall:
1.	Maintain a list of information sharing platforms that the entity connects to and/or operates
2.	Determine security requirements for connecting to or release of information into identified information sharing platforms
3.	Establish security requirement for accessing entity operated information sharing platforms
4.	Develop required capabilities to establish secure connectivity to any required sector, national or international information sharing community",Advanced,ADHICS_V2
CO,CO 12.1,"The entity shall ensure that all networks and supporting infrastructures are adequately managed, controlled and protected
The entity shall:
1.	Ensure that all network components and interconnections are identified and sufficiently documented, including documentation of updates and changes incorporated via the change management process
2.	Ensure that network documentation includes up to date network architecture diagrams and configuration files of devices (e.g., routers, switches)
3.	Prohibit the use of insecure protocols like FTP, Telnet and use only secure protocols such as HTTPS, SFTP 
4.	Ensure information assets operate with only minimum needed TCP/UDP ports and disable all unused/vulnerable ports, services and protocols
5.	Identify threats and vulnerabilities affecting network components and network as a whole
6.	Implement specific security controls to mitigate identified vulnerabilities
7.	Continually monitor implemented controls for their efficiency and effectiveness","Basic
Service Provider",ADHICS_V2
CO,CO 12.2,"The entity shall segregate physical, logical and wireless networks based on criticality, nature of services and user information systems
The entity shall:
1.	Establish criteria for network segregation. 
2.	Establish and maintain appropriate network security zones, allowing data flow through controlled path
3.	Establish minimum and specific security requirements for each of the segregated networks, zones and resources
4.	Ensure medical device and equipment network and Remote Patient Monitoring network is segregated from corporate network 
5.	Implement network segmentation and access control policy to allow permitted traffic to selected network devices.
6.	Periodically evaluate the adequacy of implemented segregation strategy and identify areas of improvement",Transitional,ADHICS_V2
CO,CO 12.3,"The entity shall ensure that all wireless networks are adequately protected
The entity shall:
1.	Conduct site survey to determine the optimal physical location for the placement of wireless access-points or devices to avoid stray signal leaking outside the entity’s physical boundary
2.	Ensure that wireless access points are configured to use strong authentication and cryptographic methods
3.	Ensure public and guest access are segregated and isolated from the entity’s internal network",Basic,ADHICS_V2
DP,DP 1.1,"The entity shall develop, enforce and maintain a data privacy  policy that ensures management’s commitment to protect privacy of PII and PHI  generated, collected and processed by the entity
The policy shall:
1.	Define requirements on;
a)	Data Generation
b)	Data Collection
c)	Data Processing
d)	Data Security
e)	Data Localization
f)	Data Disclosure
g)	Data Retention 
h)	Data management
i)	Data Subject
2.	Identify and define government sanctions and legal obligations
3.	Include reference to organizational disciplinary process
4.	Include references to other policies and procedures, as applicable ","Basic
Service Provider",ADHICS_V2
DP,DP 1.2,"The entity shall implement measures to take consent from data subjects in the decision-making process while processing their PII and PHI 
The entity shall:
1.	Restrict from processing PII and PHI without the consent of the data subject, except for: 
a)	Processing shall be necessary to protect public interest  
b)	Processing shall be related to PII and PHI which became available and known by all by the act of the data subject
c)	Processing shall be necessary to establish or defend any of the procedures for claiming or defending rights and legal claims or related to judicial or security procedures
d)	 Processing shall be necessary for the purposes of medical diagnosis, provide health treatment, health insurance services, manage health systems and services in accordance with the applicable legislation 
e)	Processing shall be necessary to protect public health and include protection from communicable diseases and epidemics or for the purposes of ensuring the safety and quality of health care, medicines, drugs and medical devices in accordance with the applicable legislation
f)	At the written request of the patient (UAE national or non-national) not residing in UAE and getting non-emergency medical services as a medical tourist in a healthcare facility licensed by Department of Health, Abu Dhabi
g)	At the request of the regulatory body(ies) for the purposes of inspection, supervision and protection of public health.
h)	Information exchange with Malaffi
i)	Processing shall be necessary to protect the data subject interests
j)	Processing shall be necessary to implement specific obligations in line with applicable legislation
k)	Processing shall be necessary for the completion of employment related activities
2.	Collect and store informed consent by the data subject or his/her designated representative 
3.	Ensure the consent is prepared in clear, simple, and unambiguous way and is easily accessible (written or electronic)
4.	Include right of data subject to withdraw or modify the consent to stop further processing of data ","Basic
Service Provider",ADHICS_V2
DP,DP 1.3,"The entity shall ensure Lawful, Fair and Transparent Processing of PII and PHI
The entity shall: 
1.	Ensure to have an appropriate lawful basis (or bases if more than one purpose) for processing personal data
2.	Collect sufficient and limited PII and PHI, necessary in accordance with the purpose for which the processing has to be carried out
3.	Implement measures to ensure that PII and PHI is not issed in a manner incompatible with the purpose 
4.	Implement controls to ensure accuracy of PII and PHI throughout lifecycle with measures for updating it, as requested by data subject
5.	Implement controls for deletion of PII and PHI after the purpose of processing has been exhausted or in line with entity retention policy 
6.	Ensure compliance with requirements of applicable privacy laws and regulations ","Transitional
Service Provider",ADHICS_V2
DP,DP 1.4,"The entity shall implement appropriate technical and organizational measures for maintaining security and privacy of PII and PHI throughout its lifecycle
The entity shall: 
1.	Implement Information security policies, procedures and technical controls in accordance with the requirements of this standard and the risks associated with processing PII and PHI. These include but not limited to: 
a)	System controls: User access measures (E.g.: Physical and Logical Access Controls), Network Security, Data Security, Data concealment etc.).  
b)	Process controls: Data classification policies, data backup and retention policy, compliance audits etc.  
c)	People controls: Signing of Non-Disclosure Agreements (NDAs) and Data Processing Agreements (DPAs), Trainings, awareness, Employee background checks, and / or any other project specific requirements. 
2.	Ensure printing of PII and PHI is limited to local printers and avoid printing through uncontrolled printers
3.	Ensure that only people who are physically present in the UAE or who have a valid license issued by DoH to practice their profession there, have access to systems and applications that contain PII and/or PHI. Any exemptions must be approved by entity management and then submitted to the DoH for approval.
4.	Ensure health information and its copies in any form, whether encrypted, anonymized, deidentified, pseudonymized, etc., are not stored, processed, or transferred outside the UAE. Any exemptions must be approved by entity management and then submitted to the Department of Health (DoH) for further approval.
5.	Access to health data shall be limited to healthcare professionals, insurance processing individuals and/or breach/compromise investigating individuals.
6.	Access to health information, inclusive of personal health information and personally identifiable information, by healthcare professionals shall be based on established need (e.g., Encounter with a patient) and for the purpose of healthcare service delivery only.","Basic
Service Provider",ADHICS_V2
DP,DP 1.5,"The entity shall prepare Data Processing Inventory to keep track of PII and PHI stored, processed and managed and conduct Data Privacy Impact Assessment (DPIA) before implementing or acquiring information technology that stores, process, or transfers PII and PHI and/or before initiating any processing activity if it is likely to result in high risks 
The entity shall:
1.	Ensure that the Data Processing Inventory captures information including but not limited to:
a)	Description of the categories of PII and PHI
b)	Details about the data subject 
c)	Individuals authorized to access personal healthcare 
d)	Period, purpose, limitation and scope
e)	Details about data exchange/transfer
f)	Mechanism of transfer, deletion, modifying or processing 
g)	Data related to the cross-border movement, if any 
h)	Technical and organizational measures related to information security and processing operations
2.	Ensure DPIA template includes at a minimum of the following:
a)	Documented necessity, suitability and purpose of proposed processing operations ",Advanced,ADHICS_V2
DP,DP 1.6,"The entity shall implement measures to ensure that the involved third parties and/or data processors have controls in place for PII and PHI 
The entity shall: 
1.	Only appoint a third party and data processor that has sufficient technical and organizational measures that fulfil the secure processing requirements
2.	Document security requirements within the third-party service level agreements
3.	Address requirements in case of sub-contracting through contracts and service agreements
4.	Ensure the third party / data processor processes data only for agreed purpose and duration and deletes the data once purpose is accomplished
5.	Ensure the third parties and data processor notify the entity in case of:
a)	Appointment of sub-contractors
b)	Security incident and data breach 
c)	Processing PII and/or PHI beyond agreed time-period","Basic
Service Provider",ADHICS_V2
DP,DP 1.7,"The entity shall ensure that PII and PHI breaches are detected, reported, prioritized and handled effectively 
The entity shall:
1.	Inform DoH about breach at the entity and/or the relevant third party/data processor within predetermined timelines. Refer: Guidelines for the Implementation of the Abu Dhabi Health information and Cyber Security Standard – IM 2 - Information Security Incident Reporting matrix
2.	Ensure the breach notification and further updates to DoH include all information, as requested by DoH
3.	Complete and submit the ""Data Breach Form"" in addition to submitting incident notifications and updates. This form shall be shared with the DoH within 72 hours of acknowledging the incident. Refer: Guidelines for the Implementation of the Abu Dhabi Healthcare information and Cyber Security Standard – Section 5- Data Breach Form
4.	Document all evidence pertaining to data breaches investigation and resolution and provide DoH with the requested information within 30 working days after the initial reporting
5.	Inform the affected data subject about the breach including the level of impact/damage and the measures undertaken for correction and prevention, in case of a breach that is likely to result in high risk to the data subjects 
6.	Entity Management shall establish process and controls to minimize probabilities of data breaches, and are accountable for any data breach involving their entity","Basic
Service Provider",ADHICS_V2
DP,DP 2.1,"The entity and the involved data processor shall appoint a Data Protection Officer (DPO) with sufficient skills and knowledge to protect protected health information if: 
a)	Entity is processing large volumes of PII and PHI 
b)	There is high risk due to automated and processing through technologies 
c)	Entity is performing profiling and comprehensive assessment of PII and PHI 
The entity shall: 
1.	Ensure there is no conflict of interest between the DPO’s role, and the tasks assigned
2.	Ensure contact address of the data protection DPO is well communicated to all Data Subject ",Advanced,ADHICS_V2
DP,DP 3.1,"The entity shall ensure protection of data subject rights while processing their PII and PHI 
The entity shall: 
1.	Fulfil data subject’s request for:
a)	Obtaining information about their PII and PHI i.e., Type of processing, purpose of processing, sharing of data, security controls, breach management process etc.
b)	Transferring of their PII and PHI (to the data subject / another data controller)
c)	Correction and deletion of their PII and PHI 
d)	Restriction on further processing of their PII and PHI or retaining the data for defending rights and lawsuits
e)	Objection to results of automated data processing and profiling 
2.	Keep records of PII and PHI information sharing and disclosures
3.	Based on request from the data subject, Transfer the PII and/or PHI to the data subject in machine-readable format 
4.	Reject data subject’s request to exercise its rights, if the following becomes evident:
a)	Request is inconsistent with the judicial procedures or investigations or matters of public interest
b)	Deletion of data request conflicts with any applicable legislation to which the entity is subjected to
c)	Request may negatively affect the efforts of the controller to protect information security
d)	Restriction request conflicts with consent Exemption conditions
e)	Request violates the privacy and confidentiality of others personal data
f)	Prior contract or consent is available for automated processing","Transitional
Service Provider",ADHICS_V2
CS,CS 1.1,"The entity shall develop, enforce and maintain a Cloud Security Policy to protect the confidentiality, integrity and availability of all IT applications, data, systems and network resources implemented in a cloud environment and ensure cloud services are acquired, used, managed, and terminated in conformity with all applicable laws and regulations.
The policy shall:
1.	Be relevant and appropriate to the entity’s cloud security demands and applicable legal and regulatory compliance requirements
2.	Demonstrate management commitment, objectives and directions
3.	Establish a process that facilitates:
a)	Selection of suitable cloud service provider and scope of cloud services usage
b)	Identification of suitable information security requirements
c)	Signing of Service Level Agreements (SLAs) and Non-Disclosure Agreements (NDAs)
d)	Assignment of roles and responsibilities related to use and management of cloud services
e)	Agreement on data retention, portability and destruction requirements",Basic,ADHICS_V2
CS,CS 1.2,"The entity shall identify and ensure implementation of information security controls to protect their cloud environment against evolving threats and risks:
The entity shall:
1.	Implement the Shared responsibility model for Information Security of the cloud and ensure that the duties for managing information security in the cloud are assigned to recognized parties, effectively communicated, and executed
2.	Ensure cloud environment is physically hosted within UAE without any of the environments, infrastructures, or systems outside the country including backup and disaster recovery
3.	Ensure data/health information stored in cloud is not extended for access, use or support by;
a)	Any other entity/party in a multi-tenant environment.
b)	Any entity/party that provides analytical services, where the data or copy of data is transferred/sent outside country
c)	Any entity/party that provides remote support from outside UAE
4.	Ensure data-at-rest, data-in-transit/motion is always encrypted
5.	Ensure the key used to encrypt data-at-rest and data-in-transit/motion is not provided by the cloud service provider who provides the application, infrastructure and data hosting services
6.	Protect data during processing in a cloud environment
7.	Procure cloud service that provides feature to generate or configure entity’s own cryptographic keys to be used for applications and services in cloud 
8.	Ensure the cloud service provider does not store and control the entity's cryptographic keys  ","Transitional
Service Provider",ADHICS_V2
TP,TP 1.1,"The entity shall develop, enforce and maintain a third-party security policy to facilitate implementation of the associated controls and to reduce probabilities of risk realization concerning third parties
The policy shall:
1.	Be relevant and appropriate to the relationship of the entity and the third party 
2.	Outline roles and responsibilities for managing the third party
3.	Establish a process that facilitates:
a)	Security due diligence of third-party services before appointment
b)	Secure management of third-party services and their role in healthcare and/or related services 
c)	Defining and including information security objectives in line with applicable mandates and/or requirements of entity
d)	Third party briefing of security requirements
e)	Security requirements for sub-contracting
f)	Signing service delivery agreements & non-disclosure agreements (NDAs) with third parties SLA definition and Performance monitoring
4.	Demonstrate management’s commitment, objectives and directions ",Basic,ADHICS_V2
TP,TP 2.1,"The entity shall identify and enforce information security requirements, service levels and management requirements as part of relevant third-party service agreements 
In case the agreements are non-negotiable, the entity shall ensure that the risks are clearly identified and accepted by the management.
The entity shall:
1.	Define and document the type of information that third-party/service provider needs or will have access to
2.	 Identify security requirements to address the perceived risk associated with the services and mandates of this standard
3.	Ensure that specific security requirements are included in the service delivery agreement 
4.	Ensure third party does not seek to use the entity's data for their own advantages or requirements
5.	Include third party data center security requirements as part of the agreement, as applicable
6.	Ensure the agreements cover technical support required from third parties throughout tenure of service and beyond till data is to be retained
7.	Promptly notify DoH within defined timelines, in the event of any information security incident involving the third party or the service they deliver/support 
8.	Ensure the third party provides required support in the event of any information security incident within the scope and duration of the third-party service entity
9.	Identify and include Right-to-Audit terms specific to the provisions and environment of service management to manage information security risks
10.	Coordinate with entity contract management and legal teams for third party service requirements that needs the storing, processing and transmission of health and/or personally identifiable information
11.	Ensure agreement includes termination clauses and transition support required from the third-party during entity decision to exit agreement and/or use another service/solution 
12.	These clauses shall cover at minimum below requirements: 
a)	Data conversion to a standardized format by the third party, based on industry standard and agreement with healthcare entity
b)	Removal of data from all third party’s environment, after an agreed period of time
c)	Migration of data to entity’s environment
d)	Handover of all backup copies of data to the healthcare entity
e)	Disconnecting all existing integration on behalf of the healthcare entity 
f)	Cooperation with the new onboarded third party (if any) for the required integration and data migration 
g)	Knowledge handover to the new third party or the healthcare entity’s stakeholders, based on an agreed approach","Basic
Service Provider",ADHICS_V2
TP,TP 2.2,"The entity shall monitor, and review services provided, reports and records submitted by third parties
The entity shall;
1.	Monitor compliance of security requirements identified in agreements with third parties
2.	Conduct security assessments and audits in accordance with this standard's applicable mandates and the entity's information security needs
3.	Implement controls for authenticating and monitoring the exchange of information between various parties to ensure security compliance
4.	Assess and manage business, commercial, financial and legal risk associated with third party services",Advanced,ADHICS_V2
TP,TP 2.3,"The entity shall regulate/control changes to the provisions of the signed third-party agreement through a formal management process
The entity shall:
1.	Ensure that changes to activities and provisions in the agreement are in compliance with security requirements
2.	Include as part of the agreement, formal processes to manage changes in the agreement
3.	Define parameters of change that shall be communicated and agreed between the entity and the third party",Transitional,ADHICS_V2
SA,SA 1.1,"The entity shall develop, enforce and maintain an information systems acquisition, development and maintenance policy to facilitate implementation of secure system development and maintenance practices
The policy shall:
1.	Be relevant and appropriate to the model and relationship of the entity and involve internal and external stakeholders
2.	Demonstrate management’s commitment, objectives and directions
3.	Establish a process that facilitates:
a)	Defining and including information security objectives
b)	Identification and mitigation of risks in involved business and application processes
c)	Selection of the right model and approach
d)	Definition of roles and responsibilities
4.	Establish management expectations on:
a)	Privacy and protection of information assets
b)	Secure design, development, testing, deployment, maintenance and support
c)	Secure access to systems, applications, devices, and equipment
d)	Secure processing and communication of information and data
e)	Non-disclosures requirements
f)	Cryptographic controls and requirements",Basic,ADHICS_V2
SA,SA 2.1,"The entity shall apply security engineering principles in the specification, design and development of new information systems, medical devices and equipment , applications or enhancements to existing systems, devices and applications
The security requirement shall:
1.	Be relevant to be used for new information assets or enhancements to existing information assets
2.	Be approved by individuals authorized to do so on behalf of business and information security
3.	Address all risk elements identified during risk assessments throughout the system development lifecycle 
4.	Address risks from all software components, medical device and equipment
5.	Consider additional/compensating controls if design level risk mitigations are not possible
6.	Be compliant with the requirements of this standard and  secure coding practices 
7.	Outline validation criteria to verify security control efficiency and effectiveness.
8.	Ensure no activity in development lifecycle is carried out outside the boundaries of UAE
9.	Define system acceptance criteria.
10.	Ensure maintenance of High-Level Design and low-level design of the System Architecture with descriptive details of every component in the architecture along with their interconnectivities","Transitional
Service Provider",ADHICS_V2
SA,SA 2.2,"The entity shall ensure developer of information systems, system components or information system services are provided suitable training prior to their involvement in development activities
The entity shall:
1.	Identify baseline training requirements that are essential for the developer
2.	Acknowledge that developer(s) received relevant baseline training prior to their involvement in development activities
3.	Identify training requirements based on implemented security functions and features
4.	Design and execute training programs to address additional and future security requirements
5.	Include training requirement in agreements, when the requirements are delivered and managed by third parties",Advanced,ADHICS_V2
SA,SA 2.3,"The entity shall incorporate validation checks into applications to detect any corruption and to ensure data is correct and appropriate
The entity shall:
1.	Define criteria, rules and validation parameters to validate data input into applications
2.	Develop or configure applications to reject input data that is identified as incorrect or inappropriate
3.	Establish minimum requirements for validation checks on internal processing of application under development to ensure correct processing of data
a)	Ensure application developers to provide evidence of compliance with minimum requirements
b)	Ensure that the incorporated validation checks are valid and relevant over a period of time and meet minimum requirements through the applications’ lifecycles
4.	Identify and enforce requirements to ensure authenticity and integrity of messages transmitted between systems and applications
5.	Define criteria, rules and validation parameters to validate data output from applications","Transitional
Service Provider",ADHICS_V2
SA,SA 2.4,"The entity shall ensure that all distributed and mobile applications are designed with the ability to tolerate communication failure
Distributed and mobile applications shall:
1.	Include off-line and duplicate or out-of-sequence response message handling capabilities","Transitional
Service Provider",ADHICS_V2
SA,SA 3.1,"The entity shall ensure cryptographic controls are used effectively to protect health information based on the needs of regulatory requirements and risk environment
The entity shall:
1.	Use encryption for the protection of information stored and transmitted within and outside entity
2.	Establish key management process to:
a)	Securely generate and use cryptographic keys for applicable systems and applications
b)	Securely share keys with authorized users
c)	Protect keys against modification, loss and destruction
d)	Set date of activation and deactivation for keys 
e)	Revoke/block keys, as needed 
f)	Backing up or archiving keys 
g)	Recover keys that are lost or corrupted 
h)	Replace keys when they are weakened or compromised
i)	Monitoring of key management related activities 
3.	Define standards for:
a)	Key strength for various environments
b)	Key storage","Transitional
Service Provider",ADHICS_V2
SA,SA 4.1,"The entity shall control the installation of software on operational systems
The entity shall:
1.	Ensure software installations are carried out only by authorized resources and for justified business need  
2.	Keep a copy of all software installed, including any previous versions
3.	Adhere to software standards and ensure only licensed software is installed  on  an entity system
4.	Ensure that no unauthorized software is installed on entity system and maintain an up-to-date inventory  of authorized software that is necessary for the entity's business needs 
5.	Ensure software installed in production systems are subject to entity change management process and approval","Transitional
Service Provider",ADHICS_V2
SA,SA 4.2,"The entity shall protect system test data and restrict access to program source code
The entity shall:
1.	Use sample data sets to test application, business and security functionalities
2.	Restrict the use of real data from production systems for testing, 
3.	Ensure health information is anonymized before being made available for testing and training purpose.
4.	Maintain records of copying, using and erasing of operational information in test environment 
5.	Ensure that personally identifiable information is not used as test data
6.	Erase any data from test applications immediately after completion of the test
7.	Ensure that access to program source code is strictly based on need and is in compliance with entity access control policy","Transitional
Service Provider",ADHICS_V2
SA,SA 5.1,"The entity shall supervise and have control over outsourced software development
The entity shall:
1.	Ensure that the outsourced development adheres to secure engineering principles and the entity holds sole custody of the source code and source code backups. 
2.	Define acceptance and quality assurance processes
3.	Include in the outsourced software development agreement the requirement to comply with:
a)	All relevant entity policies, including information security and quality related policies, requirements and functionalities
b)	Provisions of this Standard
c)	Regulatory and legal requirements
d)	Industry specific secure coding practices 
4.	Include in the agreement the right to audit clause 
5.	Conduct source code review, security assessments to identify potential vulnerabilities, back-door and malicious code 
6.	Control the number, rotation and termination of staff involved in outsourced development activities to restrict:
a)	Unauthorized access
b)	Leakage of information
c)	Information compromise","Transitional
Service Provider",ADHICS_V2
SA,SA 6.1,"Prior to procurement, it is imperative for the entity to ensure that all highly critical third-party products and services conform to the information security requirements as well as comply with relevant laws, regulations, circulars, and standards","Basic
Service Provider",ADHICS_V2
SA,SA 6.2,"The entity shall develop a comprehensive information security strategy against supply chain threats to the information systems and application, medical devices and equipment
The entity shall:
1.	Define an evaluation process for suppliers of information systems, system components, medical devices and services
2.	Agree with suppliers of systems, applications, medical devices equipment, related products/services on control measures and include them in the supplier contract
3.	Limit sharing of configuration and architecture with suppliers
4.	Limit the amount of information you share with suppliers; only share essential and relevant information on need-to-know basis through a secure channel.
5.	Define acceptance criteria for all new systems and device purchases and ensure information systems, system components, and medical devices are genuine and are satisfying system acceptance requirements
6.	Ensure software delivered has not been altered or modified
7.	Procure and use medical devices/equipment that incorporates security features to strengthen the protection and integrity of the devices/equipment e.g., specialized security chips/coprocessors that integrate security into the devices
8.	Include in the supplier contract:
a)	Right-to-Audit clause
b)	Non-disclosure requirements
c)	Terms to comply with entity information security policy and requirements
d)	Terms to comply with relevant federal and local government requirements","Advanced
Service Provider",ADHICS_V2
SA,SA 6.3,"The entity shall establish processes to address weakness or deficiencies in supply chain elements
The entity shall:
1.	Identify and document supply chain elements and their interdependencies
2.	Identify and address issues concerning supply chain elements
3.	Conduct regular assessments and audits of supply chain elements","Advanced
Service Provider",ADHICS_V2
SA,SA 6.4,"The entity shall ensure adequate supplies of critical information systems, medical devices and system/devices components
The entity shall:
1.	Engage with more than one supplier for critical products and systems
2.	Establish contingency plans for the supply of any critical information systems, medical devices and system/device components
3.	Consider stockpiling of essential and critical spare components",Advanced,ADHICS_V2
IM,IM 1.1,"The entity shall create, implement, and uphold an incident management policy to ensure that information security and privacy incidents are addressed and managed properly, enabling prompt corrective and preventive actions
The policy shall:
1.	Be relevant and appropriate to the entity’s operation and risk environments
2.	Demonstrate management commitment, objectives and directions
3.	Establish incident management roles and responsibilities
4.	Establish a proactive, collaborative and sustainable process of identifying and resolving adverse information security and privacy incidents.
5.	Establish management demands on:
a)	Incident identification
b)	Incident response
c)	Incident notification/communication
d)	Containment & Eradication
e)	Learning from incident",Basic,ADHICS_V2
IM,IM 2.1,"The entity shall establish incident management procedure to guide information security and cybersecurity response activities
The entity   shall:
1.	Have procedures to handle incident during preparation, detection, analysis, containment, eradication, and recovery
2.	Clearly document roles and responsibilities of the relevant stakeholders and management
3.	Establish a formal channel for entity and external stakeholders to report information and privacy events and weakness in any information asset as soon as they are identified
4.	Assess information security events and/or alerts and determine if they are to be categorized as incident
5.	Inform Abu Dhabi Health SOC of the information security and privacy incidents within predetermined timeframes Refer: Guidelines for the implementation of the Abu Dhabi Healthcare information and Cyber security Standard – IM 2 - Information Security Incident Reporting Matrix
6.	Escalate internally within the entity and externally to Abu Dhabi Health SOC, if the incident is not resolved timely 
7.	Ensure the incident notification includes all the information as requested by DoH.
8.	Connect incident handling activities with contingency planning activities","Basic
Service Provider",ADHICS_V2
IM,IM 2.2,"The entity shall establish a Computer Security Incident Response Team (CSIRT) or equivalent responsible for incident management and response efforts
The entity shall:
1.	Establish CSIRT organization with adequate authority, essential roles and responsibilities 
2.	Identify and nominate competent resources for each identified role of the CSIRT
3.	Establish communication and response protocols
4.	Allocate adequate funds for CSIRT operations
5.	Ensure CSIRT coordinates with its counterparts and DoH for incidents which have significant impact on the entity’s assets or operations. 
6.	Conduct information security forensic analysis, as required
7.	Participate in forensics and the national incident response effort, as required
8.	Identify impactful reoccurring incidents and implement controls to reduce the  recurrence 
9.	 Ensure lessons learnt from past information security incidents are maintained and shared with relevant stakeholders to aid in:
a)	Addressing future information security incidents
b)	Minimizing the recurrence of such incidents 
10.	Build knowledge database on information security incident diagnosis and response.
11.	Provide suitable training to members of the CSIRT to cover:
a)	Past incidents and lessons learnt 
b)	Current threat environment of the entity
c)	New threats and attack trends across the world",Advanced,ADHICS_V2
IM,IM 2.3,"The entity shall assess and classify information security incidents
The entity shall:
1.	Establish an incident classification scheme which captures the requirements of matrix recommended by DoH. Refer: Guidelines for the implementation of the Abu Dhabi Health information and Cyber security Standard – IM 2 - Information Security Incident Classification
2.	Define workflows to handle incidents of various classifications/severity",Transitional,ADHICS_V2
IM,IM 2.4,"The entity shall test its Computer Security incident response capabilities
The entity shall:
1.	Develop test procedures to validate the effectiveness of its incident response capabilities periodically 
2.	Establish the expected outcome of test and compare test results to identify gaps
3.	Modify process and procedures to address gaps identified
4.	Share test results with the management ",Transitional,ADHICS_V2
IM,IM 2.5,"The entity shall document and preserve records on all information security incidents
The entity shall:
1.	Identify all relevant data and evidence to be collected during and after realization of an information security incident
2.	Establish procedures for collecting evidence considering the:
a)	Chain of custody
b)	Safety of evidence
c)	Safety of personnel
d)	Roles and responsibilities of personnel involved
e)	Competency of the personnel
f)	Documentation
g)	Briefing
h)	Other identified requirements
3.	Prepare a damage assessment report 
4.	Conduct a post incident analysis and implement controls identified as recommendations
5.	Preserve documents, records, reports and evidences in compliance with the entity’s retention policy",Transitional,ADHICS_V2
IM,IM 3.1,"The entity shall develop a situational awareness culture by participating in the information sharing community and obtaining cybersecurity information from various sources
The entity shall:
1.	Identify priority information and share it internally to build the entity’s business model based-context
2.	Ensure all identified cybersecurity information is relevant to the:
a)	Entity’s business operations
b)	Entity’s information system and application, medical devices and equipment
c)	Entity’s processes and control environment
d)	Entity’s risk environment
3.	Establish and coordinate with the healthcare sector regulator of Abu Dhabi to receive relevant cybersecurity information",Advanced,ADHICS_V2
SC,SC 1.1,"The entity shall develop, enforce and maintain an information systems continuity planning policy to manage scenarios that challenge the continued availability of information systems and applications supporting critical business services
The policy shall:
1.	Be relevant and appropriate to the entity’s information systems and applications continuity demands
2.	Demonstrate management commitment, objectives and directions
3.	Establish roles and responsibilities of involved stakeholders
4.	Establish management expectations on:
a)	Planning for information system, medical device, equipment and application continuity during adverse situations
b)	Ensuring Information security during business continuity and disaster recovery
c)	Compliance with organizational business continuity plans
d)	Testing of continuity and restoration plans",Transitional,ADHICS_V2
SC,SC 2.1,"The entity shall conduct Business Impact Analysis (BIA) to capture information necessary to predict the impact of a critical information systems medical devices, equipment and application failure and gather information to define the strategies to mitigate or minimize the risk 
The entity shall:
1.	Perform Risk Assessment to identify points of failure and understand likelihood, impact in time for identification and prioritization of critical Information systems
2.	 Determine the criticality of information systems  and their need for recovery
3.	Establish Recovery Time Objective (RTO) and Recovery Point Objective (RPO) to resume activities timely and effectively  
4.	Identify dependencies between services and supporting resources (facilities, personnel, equipment, software, data files, system components, and vital records) ","Advanced
Service Provider",ADHICS_V2
